id,vendeur,client,age_client,produit,categorie,quantite,prix_paye
1333,LAIHEM Said,JBTWPO CZRIRTV,27,P63,C64,44,3611800.2349269437
1334,TAIR Karim,RJVGAJYUH XWDKKRBVR,51,P72,C73,297,6271784.138459065
1335,MOHAMMEDI Asma,NUIIZFK DEFWEMFWO,32,P62,C63,271,7566528.038239708
1336,BADREDDINE Manel,BXCVE ZYVYH,22,P24,C25,357,2025848.762309152
1337,MOHAMMEDI Asma,DWTVJYXYO BVXAHM,30,P46,C47,384,4130953.608907265
1338,BOUDJELOUAH Issam,PJKNOND TRMFH,22,P14,C15,241,3361777.182731655
1339,MOHAMMEDI Asma,KDICCF SURWDXU,59,P79,C80,260,6553156.640020413
1340,BADREDDINE Manel,RRMTG VHSBH,61,P29,C30,383,1485980.676845618
1341,ALLAM Lamine,LHBFPD SGMLQMNQQ,23,P50,C51,321,9006649.887867842
1342,LAIHEM Said,IUSWK EWUGFZVWO,54,P65,C66,2,6582703.014230837
1343,BOUDJELOUAH Issam,OQKJVYW NWVNPOOQ,24,P60,C61,223,2922355.8601210043
1344,BOUDJELOUAH Issam,XBBDWI XLGXRJSDD,21,P65,C66,256,4870084.457525964
1345,TAIR Karim,QYQAVS VSLFEI,33,P45,C46,197,2397781.2446407606
1346,AGOUILAL riadh,DMWCM MXNNEH,42,P51,C52,312,2659412.2514330815
1347,AIT-AISSA Salim,FYEZIZFQ ENTPXNWU,62,P59,C60,9,8109967.908418192
1348,TAIR Karim,PGVDUVCAW AHJVHAZ,51,P51,C52,111,6458879.538453132
1349,LAIHEM Said,FGWKWYHE BFOUEU,63,P70,C71,238,1778299.938781932
1350,BOUDJELOUAH Issam,WGTSCAJG EDPWTTE,47,P50,C51,392,2466196.0000290386
1351,TOUATI Abderahmane,KYLQJR TOTXGFYJX,44,P20,C21,33,1897356.167734499
1352,AGOUILAL riadh,YOEOKG AZCNPFM,58,P55,C56,87,2095012.1307545486
1353,ALLAM Lamine,CLAYI JRBSFA,65,P43,C44,348,8311258.456320851
1354,BOUDJELOUAH Issam,TNAWXU UIQKEA,33,P21,C22,291,1618932.405722154
1355,TAIR Karim,VMUMXUCJG VRJMN,25,P53,C54,86,5222850.505990774
1356,ALLAM Lamine,QCGQRJTV DEWEPXA,41,P41,C42,256,9886068.511579374
1357,AGOUILAL riadh,QEDDLYTN XLGSXWV,25,P16,C17,51,8437735.182219258
1358,AGOUILAL riadh,UKDMCLG DUHQANDZM,27,P89,C90,164,3068874.293702427
1359,BOUDJELOUAH Issam,VFBIJ ALKUR,33,P5,C6,128,5995083.310897432
1360,TAIR Karim,XFQEAFXJS KWDNJYVM,37,P52,C53,39,669130.1631800306
1361,AGOUILAL riadh,PNQPRDFJ LZCTUQ,63,P5,C6,335,9960059.234785091
1362,TOUATI Abderahmane,RIAGGCUOG UVGEPM,62,P67,C68,217,8499861.092715114
1363,AIT-AISSA Salim,OGWUXEFPD LCLHAP,37,P60,C61,137,374832.0392367539
1364,BADREDDINE Manel,TJQLCFEWX JUQBAVT,43,P82,C83,217,6290046.386851011
1365,AIT-AISSA Salim,KAJYU MAVBPLLL,57,P59,C60,286,5655467.249607007
1366,TAIR Karim,NZBAFL VCPVK,23,P69,C70,264,3446945.6149790245
1367,MOHAMMEDI Asma,UCYJET QXEEOYWZO,30,P68,C69,187,1746532.307183189
1368,BOUDJELOUAH Issam,SRGJBGN DHMTMLCGP,43,P11,C12,391,2142493.525011444
1369,AGOUILAL riadh,YVESAJDKK NRRYXDAAK,37,P50,C51,69,9288544.2259659
1370,ALLAM Lamine,NXNNF WKYYUUGU,51,P80,C81,213,5638797.583212613
1371,MOHAMMEDI Asma,UXIQDRYVH UOAWWHAC,31,P27,C28,65,4202691.275040659
1372,MOHAMMEDI Asma,ZHQEUNYQB YTNNEQDWV,30,P2,C3,181,5184153.548747188
1373,TOUATI Abderahmane,FTZPEXVUU UDIFOHZ,21,P79,C80,182,9483768.758682663
1374,LAIHEM Said,QARGXDJAD PJNATPML,59,P36,C37,212,2764209.729398055
1375,BADREDDINE Manel,DOPOOIBC JNJLDIKP,53,P8,C9,208,7450843.149206852
1376,LAIHEM Said,ESSHZVBF CXSEAB,59,P48,C49,194,9117135.218095008
1377,BOUDJELOUAH Issam,GTTCIA BFHYECZ,54,P66,C67,199,3481275.5205246164
1378,AGOUILAL riadh,XUPSWGL JWRVCUOT,33,P42,C43,299,2865335.366684927
1379,BOUDJELOUAH Issam,PXYSBULN VZJZFBQH,38,P43,C44,214,8026184.21535548
1380,MOHAMMEDI Asma,XRILDVX OWOLJISMJ,26,P79,C80,296,9201397.213265818
1381,AGOUILAL riadh,MYFUM BOVHTFED,22,P26,C27,171,6348211.064784727
1382,MOHAMMEDI Asma,WQGXOSUIK ANONDKBX,47,P17,C18,349,5611753.723454647
1383,BADREDDINE Manel,CWGFLPP ESWRBJTE,21,P28,C29,98,7703179.145381141
1384,LAIHEM Said,IXGHIYW BBNQCGQ,21,P8,C9,384,5242054.190516878
1385,AGOUILAL riadh,BNKVX VYWIWUR,38,P6,C7,280,9860175.132299393
1386,BADREDDINE Manel,TLXBHL VCUJQ,63,P87,C88,336,2457975.318037838
1387,LAIHEM Said,XWADBY AFZHCEBD,44,P5,C6,169,2683721.097786515
1388,LAIHEM Said,EOGGLTLL QLIEA,26,P72,C73,355,3326468.688992464
1389,TAIR Karim,XNCAQB QAJJQGFZH,48,P24,C25,25,9187969.125813663
1390,ALLAM Lamine,DASAJI NHYCYMAL,41,P73,C74,319,8204780.1115561025
1391,BADREDDINE Manel,GIHEDE PUMGXV,27,P19,C20,180,2782789.035698816
1392,TOUATI Abderahmane,VZGAX WICWYJ,20,P83,C84,181,3199003.059164732
1393,BADREDDINE Manel,APYAV NTCXJ,36,P17,C18,101,3375446.4600381977
1394,ALLAM Lamine,QSZGI LWTAY,25,P20,C21,65,9761662.670586552
1395,TOUATI Abderahmane,CZKTLVAIC EGWTWLJXJ,62,P15,C16,121,2896145.440128848
1396,BOUDJELOUAH Issam,IGAACNKWD MXYRPWS,48,P6,C7,161,4812433.23035867
1397,TAIR Karim,ANKUMT THVYTHOQO,56,P42,C43,205,54684.782912962364
1398,TOUATI Abderahmane,AAWCJAJYW QPUYCP,27,P37,C38,9,2122689.6645884234
1399,BOUDJELOUAH Issam,LYEVENV JYCCQSD,36,P2,C3,2,3470253.0173960566
1400,MOHAMMEDI Asma,LJRALV AITIYR,40,P37,C38,253,3638284.3940800303
1401,LAIHEM Said,PISHHGFN PFPLPRDB,48,P65,C66,274,983575.6895642914
1402,AGOUILAL riadh,OEQNA AEXSSWCEK,42,P47,C48,227,2400728.571423284
1403,AGOUILAL riadh,ZXPQYGDKP AOUEOS,21,P31,C32,268,3450549.244900649
1404,AIT-AISSA Salim,FDRAGNU MKPQGBHNW,45,P63,C64,250,8169910.399586165
1405,MOHAMMEDI Asma,UFQLGYN KWOUVBHOT,41,P51,C52,28,3894635.929873206
1406,BADREDDINE Manel,KFIOCIWA BHCJBIX,26,P61,C62,180,5446792.958691736
1407,AGOUILAL riadh,AAFKAKFRV UDMRGQTS,53,P22,C23,342,979091.1815061927
1408,BADREDDINE Manel,EOOZUFDFG UWGNOGSAY,64,P59,C60,230,3120609.7528054463
1409,TOUATI Abderahmane,BILLL QWVJX,45,P44,C45,165,5757690.384752214
1410,TAIR Karim,YUCISGLL CQZEQN,21,P89,C90,354,2582936.326276034
1411,MOHAMMEDI Asma,DHWMF FKBIUGWWH,25,P35,C36,200,7194890.857552897
1412,MOHAMMEDI Asma,HHUUXFCM QOVNXE,32,P54,C55,295,8253680.8578244485
1413,BADREDDINE Manel,SIPRS LFWJPCN,52,P24,C25,181,9446326.413967183
1414,AGOUILAL riadh,EZYCWCUV VUCGFK,29,P89,C90,276,6359813.18424143
1415,LAIHEM Said,RNSZRZBR EZNQVPVRY,45,P84,C85,196,4394051.0970389815
1416,BOUDJELOUAH Issam,UKYKQJ RBCQZCJIC,43,P23,C24,389,4774818.867953719
1417,ALLAM Lamine,VCLHHD XJUUTU,63,P66,C67,117,3862167.181504459
1418,TOUATI Abderahmane,JCZDJSW OYPHDTJXN,46,P60,C61,122,9213244.053938737
1419,ALLAM Lamine,MDGBZ YFKMXS,55,P74,C75,154,7148341.478948873
1420,BOUDJELOUAH Issam,GIZCIJQD RHXQAOTG,65,P34,C35,393,9450535.023651429
1421,MOHAMMEDI Asma,STRIZ BDNNZDBCB,56,P44,C45,122,2667506.5539182485
1422,TAIR Karim,ELRSSISD SCPEMSBDD,33,P52,C53,393,6232056.318435735
1423,ALLAM Lamine,NBNUR KRVDMFBO,48,P74,C75,199,7406026.538323696
1424,LAIHEM Said,TASTEXW KPXFQVS,49,P73,C74,112,5381853.056996926
1425,AGOUILAL riadh,GYEDJJZA POPNEPSR,32,P69,C70,10,3658135.706193214
1426,AGOUILAL riadh,VXTMVJC VUXEWV,24,P63,C64,139,4850698.133450366
1427,LAIHEM Said,DKKKGV AURHOQ,26,P45,C46,259,9581147.849353917
1428,TAIR Karim,HIWNIW GMCEZYK,44,P74,C75,334,7141304.342282266
1429,LAIHEM Said,YZYFCWA VXHCI,46,P89,C90,240,4581130.518798467
1430,LAIHEM Said,FMSPHOPS YRUDR,38,P12,C13,235,3238185.4387953933
1431,LAIHEM Said,TBLQDSWVU RBREO,60,P24,C25,329,2173194.278438577
1432,LAIHEM Said,NNZFIR WFCRSI,39,P3,C4,158,6531059.34115319
1433,BADREDDINE Manel,GPSTCKQA DMQQRXUZD,22,P49,C50,103,191942.19036975576
1434,MOHAMMEDI Asma,GHSNPC MIUHX,32,P70,C71,155,4440262.907830473
1435,MOHAMMEDI Asma,GJAPEXVEM JBBVVHM,47,P53,C54,367,2519488.681459395
1436,ALLAM Lamine,GYDKPRTTW TSSSWT,48,P3,C4,233,6834461.34701751
1437,BOUDJELOUAH Issam,TIFXZ WDZWA,29,P43,C44,375,9092333.406821873
1438,AIT-AISSA Salim,YFKPWJ CEJOY,43,P9,C10,265,1618413.667781185
1439,BADREDDINE Manel,LNUQDNWR NGTJO,46,P75,C76,22,5038223.90121886
1440,TOUATI Abderahmane,PGOANJ YKKND,53,P33,C34,239,1663111.9876111532
1441,ALLAM Lamine,ZAPGNFK QLCUIFMLK,50,P74,C75,388,9824177.589705827
1442,BOUDJELOUAH Issam,TZNOLAG DCJCE,39,P28,C29,9,5399344.92267145
1443,AGOUILAL riadh,FDFRMEAQ MWTHZT,37,P46,C47,15,9167780.35780112
1444,MOHAMMEDI Asma,OCDTEUPX MEHXXBCWO,28,P28,C29,9,2545626.4936801167
1445,AGOUILAL riadh,CENTWQFEA QYQZPAKYU,42,P25,C26,156,8694663.08677638
1446,ALLAM Lamine,OITZQVGF VWRQAFQET,51,P15,C16,54,8252818.134421255
1447,AGOUILAL riadh,CYCFVXXNR NXSCFGB,55,P3,C4,146,8060992.453705184
1448,BOUDJELOUAH Issam,WDWINXOVO NDIPWRU,60,P55,C56,113,4438631.605059773
1449,BADREDDINE Manel,BHIVMM SAVOLFP,30,P54,C55,127,9364052.118616976
1450,TOUATI Abderahmane,HWBOCVB NHHAZK,44,P88,C89,151,866729.8082298728
1451,BADREDDINE Manel,UNMLCRBT MKVDAF,61,P29,C30,49,3656006.492189397
1452,TOUATI Abderahmane,KIULGY EWRRYS,63,P0,C1,117,8753685.961363278
1453,AIT-AISSA Salim,MXEPLAZGW EJXLTEY,40,P53,C54,60,2765807.6249308223
1454,BOUDJELOUAH Issam,IHZIIAWSZ SLLHV,41,P17,C18,28,7311819.204383036
1455,LAIHEM Said,BYNEAQKK XNAANNJ,22,P2,C3,278,6512056.495617653
1456,TOUATI Abderahmane,PGCXBHF WYJYTRFZR,41,P70,C71,281,2740592.3847610466
1457,ALLAM Lamine,IQUZKIOM MTTBBF,38,P30,C31,389,7761062.804772669
1458,LAIHEM Said,WYELL DSNON,60,P85,C86,123,7658179.5784735475
1459,AIT-AISSA Salim,SDWSV SCXMLJBRN,33,P6,C7,281,6035586.189126642
1460,MOHAMMEDI Asma,GZOFLSQ AVNPOSWP,58,P40,C41,347,7692484.366345219
1461,BADREDDINE Manel,HDNAWWGU DQZSSGFUS,31,P58,C59,303,3269685.609281199
1462,BADREDDINE Manel,FQAJWUA UQUHVE,63,P46,C47,68,4642603.252826049
1463,MOHAMMEDI Asma,XGINHUEVU IHCDX,47,P68,C69,280,9272202.825276457
1464,AIT-AISSA Salim,CTOBAEXI PCCTYISMC,24,P66,C67,156,8157664.817920493
1465,ALLAM Lamine,ESZHHRS BAGXBN,63,P75,C76,294,8788643.726988947
1466,ALLAM Lamine,UEWPRID HNECITLJL,48,P37,C38,235,9956539.825265959
1467,BADREDDINE Manel,ASWXRW MTFENUTI,57,P77,C78,332,5294839.463487133
1468,MOHAMMEDI Asma,QWFTF LXLDXG,55,P57,C58,380,75999.47744080704
1469,ALLAM Lamine,XBMLXAXS CKVLV,62,P85,C86,157,1908490.8471873093
1470,ALLAM Lamine,EFNWJHIYG VDERWOU,56,P84,C85,174,7088275.2494147
1471,LAIHEM Said,MTARGNZIL IQPWI,33,P66,C67,335,1315601.4962051625
1472,LAIHEM Said,JAHBLAG EOOQZQXFW,56,P78,C79,10,4915024.402179504
1473,TAIR Karim,UCUZT NMAKMIJG,44,P4,C5,314,4500479.961470378
1474,AIT-AISSA Salim,RDMPFVNJM NEXLIXIC,38,P29,C30,117,6467257.946565735
1475,BADREDDINE Manel,BPALOJU BWJLEKLBX,21,P20,C21,360,9356467.639865534
1476,AIT-AISSA Salim,WOHWEHDA XDEHHA,25,P14,C15,142,8289236.036653233
1477,AIT-AISSA Salim,ZNQWRV JPYRHGRLY,52,P72,C73,235,4117637.0420833305
1478,MOHAMMEDI Asma,DLXXL KLIQJD,51,P75,C76,200,6727425.7726530945
1479,MOHAMMEDI Asma,EYRJLS CUBWBZA,62,P37,C38,12,8176538.49502934
1480,TAIR Karim,CUAVRZG OILOLWF,32,P32,C33,69,6541582.135071346
1481,AGOUILAL riadh,FFUZEBFJU RTRUGVW,57,P62,C63,163,5642700.0167006105
1482,AIT-AISSA Salim,XOFPKIN CELIHQ,38,P36,C37,395,2729198.613680946
1483,AGOUILAL riadh,BFBGMWGQ UVCJZL,39,P88,C89,98,5291677.5787749095
1484,ALLAM Lamine,QBAVGIXX CNHAFHNIP,49,P84,C85,154,3412481.353720794
1485,MOHAMMEDI Asma,LWLYNBFHR VQUBSN,32,P47,C48,358,6365340.455469146
1486,AGOUILAL riadh,JWSGRD XQWUQELEC,50,P9,C10,97,627390.8431563315
1487,BOUDJELOUAH Issam,WMXJOTHME PSAZJGHR,42,P72,C73,230,2699255.3629723503
1488,TOUATI Abderahmane,FBIINUR TUHALGJI,63,P88,C89,319,7710199.551153078
1489,TAIR Karim,ISGEM TYEKOGCL,33,P25,C26,21,3448125.0147437216
1490,TAIR Karim,JAHUGCCJB KSGZIQCSP,54,P11,C12,229,7253475.4861384295
1491,AIT-AISSA Salim,MFRNK OPIFFYDU,34,P20,C21,1,26371.561608375312
1492,AGOUILAL riadh,JYZFLNRQ OEYHXDYC,30,P33,C34,254,1594420.2514994978
1493,TOUATI Abderahmane,ELHGPHZLZ QAPGWX,58,P29,C30,222,6169448.0505350735
1494,TOUATI Abderahmane,VSBOMMD QDCVEQQ,55,P75,C76,84,2269649.903755796
1495,AIT-AISSA Salim,VREUVDOX IROSTUSL,50,P73,C74,224,4404391.536809666
1496,ALLAM Lamine,NKHKAOE YCQGALDB,51,P1,C2,281,2860124.068629703
1497,TOUATI Abderahmane,WHWEFZX FLKJOT,26,P63,C64,294,790224.4842728649
1498,TOUATI Abderahmane,KXPKKVM XSERJK,24,P74,C75,355,1955175.7307832786
1499,AIT-AISSA Salim,HNDFVVV CBUAMCXY,33,P77,C78,337,6517579.979135449
1500,LAIHEM Said,KFMLHTHDD GULCOQV,52,P44,C45,41,9183976.955573602
1501,MOHAMMEDI Asma,GZPUW LFGQQ,51,P13,C14,252,3399517.7442478174
1502,BADREDDINE Manel,JALLLAEZ ILPUDQDJ,37,P12,C13,175,9521529.70885322
1503,TOUATI Abderahmane,BJCYFKEFY XNMZJJAW,26,P6,C7,192,1100118.2252509352
1504,AGOUILAL riadh,OBEFAJNFK TNWIVRKNO,53,P39,C40,42,9140574.345658509
1505,AIT-AISSA Salim,WHASTB YJSET,57,P81,C82,167,5852614.437194092
1506,MOHAMMEDI Asma,EPTWOXYJ WVEMPIFCU,65,P55,C56,348,6194218.707980726
1507,BADREDDINE Manel,EVVDJHA UQWRVEF,58,P59,C60,189,2998941.251209772
1508,MOHAMMEDI Asma,PNHVOM VZTKJIGRU,65,P16,C17,282,8257858.488690155
1509,MOHAMMEDI Asma,ASQUN YAKBG,35,P46,C47,354,8568544.089605285
1510,AGOUILAL riadh,LFOFCWABQ GFSEASDK,49,P76,C77,189,6254188.891987372
1511,LAIHEM Said,SDEFOSCI TUYWMDN,23,P4,C5,150,1565165.5269207896
1512,BOUDJELOUAH Issam,YRRVDHT KJZNSPZ,36,P24,C25,340,6245804.59402798
1513,LAIHEM Said,GINUH QMRCSK,39,P61,C62,345,9322623.986609986
1514,AIT-AISSA Salim,WJRSJYJY VXKMUQZJ,62,P2,C3,29,592865.4630053941
1515,LAIHEM Said,OANPEB MEMFTKRY,28,P52,C53,318,4281361.718649706
1516,LAIHEM Said,RPZDVFX GZDTQUSU,23,P20,C21,159,6944027.217490765
1517,TAIR Karim,ZLOPSFXTT FNBCKZPW,61,P60,C61,243,3743150.43258869
1518,BOUDJELOUAH Issam,YTPBRF GGKBZ,25,P80,C81,370,4065036.875253547
1519,AGOUILAL riadh,JANRPSNQ OFAUXGYQS,48,P6,C7,293,6928474.535283973
1520,MOHAMMEDI Asma,SBSBQODP GRAJMQO,23,P38,C39,333,1813559.4930990336
1521,TAIR Karim,XGRCJPRC OVRIBNCOT,29,P55,C56,361,728399.6811453828
1522,BADREDDINE Manel,RMRCO PNOAFVHH,32,P12,C13,381,1979659.260767735
1523,AGOUILAL riadh,JURXMUTGA EPSFE,49,P37,C38,228,4156341.7754869857
1524,AGOUILAL riadh,XFGMLCLB SGUFXAS,47,P58,C59,300,9729556.218166763
1525,AIT-AISSA Salim,PJLAWG CGMMCFX,29,P0,C1,382,7593969.289340596
1526,BOUDJELOUAH Issam,YHMLQWBDE DXUCE,49,P32,C33,133,4587017.868939648
1527,ALLAM Lamine,PSFSP ZMFRZD,47,P19,C20,311,5836890.386784006
1528,LAIHEM Said,ZCNWNOSIA KEKBJ,59,P82,C83,380,3626235.799375585
1529,AIT-AISSA Salim,KLDLNCV OVKQN,22,P4,C5,276,2484341.006250488
1530,TAIR Karim,WMLCF MJMTHG,54,P69,C70,319,217867.44355746967
1531,BOUDJELOUAH Issam,BNOPEF TQVXTMZZ,50,P55,C56,343,8609419.283974012
1532,AIT-AISSA Salim,YOAZT UGICFXVIF,64,P32,C33,74,9200357.115652468
1533,TAIR Karim,BIQVBMJ ERDUUJFRN,47,P5,C6,108,7151475.889502653
1534,AGOUILAL riadh,WTVJOVOPY RCWSOW,60,P19,C20,84,4359199.4845441105
1535,MOHAMMEDI Asma,OLQNSHDJ YRPPATLA,30,P31,C32,63,1347589.8885762899
1536,TAIR Karim,ABGFCLE QKWLMKK,52,P79,C80,112,7283964.508820698
1537,BOUDJELOUAH Issam,POKDIC WBPMLRAO,37,P4,C5,181,6638144.18121875
1538,TAIR Karim,IENQZKMKQ JUUZLJ,58,P70,C71,155,4676184.025604259
1539,AIT-AISSA Salim,JNWYB PJVDHG,57,P56,C57,316,3836908.1548333196
1540,AGOUILAL riadh,GGOOD XDLOAEOXW,46,P81,C82,30,1380871.8846572908
1541,BOUDJELOUAH Issam,BSTUQX HIMQIGXQ,55,P73,C74,280,3831864.000321214
1542,TOUATI Abderahmane,AHEGLMB BSENLM,41,P84,C85,369,7584901.9499255195
1543,BOUDJELOUAH Issam,ZBPVW ESZXPOYUH,60,P25,C26,199,2195212.4382420247
1544,LAIHEM Said,QCBOVJWO HYIQKE,52,P26,C27,226,7844101.588142841
1545,TAIR Karim,XDJMN UBTHNCPJE,33,P60,C61,119,2643315.070129194
1546,TAIR Karim,JTCQQFP AIABOUPKI,30,P3,C4,36,5287408.708672228
1547,LAIHEM Said,FLDBAO FHGKTJJ,25,P2,C3,395,72251.1132166318
1548,AGOUILAL riadh,YGIVWLSG HANEHP,56,P54,C55,125,8472019.330005527
1549,TAIR Karim,AKHGV TVFTGQ,50,P54,C55,274,6187750.222687992
1550,AGOUILAL riadh,JBYRS PHHMNVSD,20,P47,C48,95,4100427.0981094074
1551,AIT-AISSA Salim,CUKOHK TVZGD,33,P68,C69,321,9401962.406557472
1552,TOUATI Abderahmane,IFWYDDLBC DIWDBWB,60,P29,C30,6,3614497.4418628775
1553,AIT-AISSA Salim,ZZEADKLK JRABPBD,36,P54,C55,25,7103663.99994894
1554,BADREDDINE Manel,HAXDQR CCWZCEKWO,64,P45,C46,208,8846772.194127616
1555,AGOUILAL riadh,JIQWNKZHD NIRIT,34,P48,C49,290,4860764.14927722
1556,MOHAMMEDI Asma,TYCRJS ISHAURMA,31,P62,C63,331,4786735.930948698
1557,TOUATI Abderahmane,OVVWW DGPUDWEH,27,P75,C76,73,9711721.058139354
1558,MOHAMMEDI Asma,ENZPG AQOCAWCN,62,P32,C33,355,3319470.927757137
1559,LAIHEM Said,RDUDBP FIWFKKJ,30,P32,C33,145,1924382.0235424459
1560,AIT-AISSA Salim,ROQNWDLHO CDDOUR,56,P52,C53,315,988872.0926092189
1561,ALLAM Lamine,NPHRCJONC VBSLVDGD,41,P19,C20,294,8793981.492161315
1562,BOUDJELOUAH Issam,OVTSE KEEAZB,35,P23,C24,114,7365087.512784321
1563,AIT-AISSA Salim,JNKOEFXE ATWWDGZ,47,P52,C53,304,9570304.04874259
1564,ALLAM Lamine,HOTIR EZQFB,62,P10,C11,228,2852576.495473671
1565,BADREDDINE Manel,SVFGRHWT VFPGMCBLG,55,P19,C20,47,1753749.6521678823
1566,MOHAMMEDI Asma,FQCAQX BLJRDHKB,62,P45,C46,246,2401430.931913048
1567,BOUDJELOUAH Issam,VBEJS HGENEWUJY,35,P8,C9,334,1783447.7975440426
1568,BOUDJELOUAH Issam,UHXRFYYD OHSQYHXS,36,P57,C58,174,7757673.656620435
1569,BADREDDINE Manel,JMRCH HXCBTQPP,38,P52,C53,54,9501836.523158435
1570,LAIHEM Said,CPUZW XZZDSGZE,54,P16,C17,85,934434.5819882189
1571,AIT-AISSA Salim,ZGATSHEKT CBUAANRN,25,P84,C85,35,6365159.600177911
1572,AIT-AISSA Salim,ETVAHD SQDKH,29,P59,C60,152,8308211.489214287
1573,AGOUILAL riadh,MZAJUVW RRWJBREBP,44,P31,C32,123,8004546.561826053
1574,TOUATI Abderahmane,TXFOCD NLQHYXJY,21,P72,C73,248,8405662.780989196
1575,TAIR Karim,CPXLNRTY IPDCB,62,P48,C49,384,8612342.614426352
1576,BADREDDINE Manel,FUNRCWZTI HVVYHZRS,29,P38,C39,269,4060672.1065027127
1577,AIT-AISSA Salim,JISUJSY ZSAACX,34,P37,C38,257,5401138.464539664
1578,BADREDDINE Manel,ZAGPJCI NXMMKLIVB,24,P4,C5,236,3345366.1733337254
1579,LAIHEM Said,WBJUGH XQGCNBQUC,20,P36,C37,344,8578814.582482671
1580,MOHAMMEDI Asma,IGIHMYWZE YOXAXETY,64,P34,C35,149,5721497.884762508
1581,MOHAMMEDI Asma,DXYCHEJTA FHVKHLD,43,P47,C48,60,1910793.2973530646
1582,ALLAM Lamine,SEMEOLSH ZCWLHKSGX,26,P54,C55,19,1796287.5089310268
1583,TAIR Karim,UAOIYBV VMQXXAM,64,P2,C3,223,7674915.86259497
1584,TAIR Karim,LNQFTWVGA YQXYQNZ,20,P7,C8,45,5232640.154321184
1585,LAIHEM Said,OGZAYP LAXIKODOV,52,P31,C32,72,3996998.5886701928
1586,AIT-AISSA Salim,BSJNCSX OSOEWAS,63,P80,C81,89,9245783.320686202
1587,AGOUILAL riadh,MQZNQCQDA SNWQKML,43,P39,C40,24,1840413.730852746
1588,ALLAM Lamine,VRWEV RTSDQUG,59,P40,C41,223,684657.6194492425
1589,TAIR Karim,LFMYGT DIYSIHKQ,28,P4,C5,69,1494301.3851150395
1590,AGOUILAL riadh,TRBYJ SQOKIKLWO,40,P1,C2,115,2900407.950168405
1591,LAIHEM Said,QGHFTAVZZ TMNFW,32,P70,C71,141,5315612.169603129
1592,ALLAM Lamine,ZGYJRPN UESWFB,57,P51,C52,148,9852439.678672194
1593,BOUDJELOUAH Issam,VBNWCDOL TLQSQRF,31,P2,C3,87,4994307.059792855
1594,AIT-AISSA Salim,XVZNPJSXN GJMNXVQNC,45,P64,C65,390,7711319.24565305
1595,AGOUILAL riadh,FNZOZZZLV ZDXEWTBQ,48,P48,C49,156,958568.7084324143
1596,TAIR Karim,BPIBU IPIENEBIR,25,P43,C44,69,9149228.342519082
1597,TOUATI Abderahmane,PEZUH FTBYHAUIK,44,P79,C80,37,8862838.397303253
1598,BADREDDINE Manel,RWMZU GITNJVB,51,P46,C47,136,1564589.453044527
1599,MOHAMMEDI Asma,SZXLERBCG HMYHNTEOT,38,P22,C23,85,7391032.941741642
1600,AGOUILAL riadh,XWCKGE REVFYNMPE,29,P24,C25,171,5405029.438775702
1601,TOUATI Abderahmane,DEQPBSY BAIYYX,55,P16,C17,63,7350031.335868043
1602,AGOUILAL riadh,RSZPCOD HRBGQAG,31,P29,C30,337,8947682.389003564
1603,BADREDDINE Manel,TPRACFY TZXJOH,32,P79,C80,124,1455.2301866492378
1604,MOHAMMEDI Asma,GEPAS OVBHJRG,58,P69,C70,233,8347994.546836124
1605,AGOUILAL riadh,IVHHWZMH XOPXEFCG,22,P67,C68,316,2981171.244048594
1606,ALLAM Lamine,PHVHJUUVL ROQMVZ,37,P39,C40,218,7327218.8991374215
1607,LAIHEM Said,BGHGYCZ OAFIS,54,P15,C16,158,4647275.341759962
1608,BOUDJELOUAH Issam,AAEIQ MBVQJL,32,P82,C83,196,7655984.621393261
1609,LAIHEM Said,HPYGSZVQ XXUNQQ,41,P74,C75,289,5495413.422150504
1610,TOUATI Abderahmane,LLEJG ENHFPM,33,P21,C22,56,3622769.2091881004
1611,AIT-AISSA Salim,YFXCCQ EQWLIQGN,59,P68,C69,267,8884089.701192899
1612,LAIHEM Said,GBEUSUOL OHHBVYXMI,51,P85,C86,269,4874820.648988777
1613,BOUDJELOUAH Issam,NAYQM DIQHJZIZ,38,P3,C4,206,6756777.478960173
1614,AGOUILAL riadh,YDAPSZ CFQQVCWD,46,P6,C7,41,9794269.041447278
1615,TOUATI Abderahmane,MRFZKVBBX QODHY,37,P78,C79,238,8964407.295934917
1616,TAIR Karim,ZJHOMTIDK MRSZUWHP,43,P80,C81,226,7992587.133321217
1617,AGOUILAL riadh,XJXMQD BDCCAKQH,40,P70,C71,314,2353034.768970716
1618,MOHAMMEDI Asma,DMZOSDS YTOBDCWH,65,P8,C9,38,3567891.815444105
1619,TOUATI Abderahmane,OIKUTENZJ XFGHBLJ,20,P81,C82,329,4670357.850946232
1620,AGOUILAL riadh,FGRDF NLHWSNX,29,P27,C28,309,4408633.041902578
1621,AGOUILAL riadh,ZCVMHHVQ IGPNHD,61,P58,C59,263,7981676.948131313
1622,LAIHEM Said,RWAGD ZOWHQ,51,P83,C84,276,4755302.46894405
1623,ALLAM Lamine,GNMNQOB KZZBSJ,43,P90,C91,146,3670255.932246365
1624,TOUATI Abderahmane,ZFAKPFBXO QEVBV,53,P21,C22,289,675729.9998460676
1625,AGOUILAL riadh,MWORPPKH JEKWDE,25,P40,C41,35,7069441.542736252
